"observation","public.feedback","private.feedback","public.feedback.bins"
229469,5,"Definitely Yes","(4.75,5]"
229470,5,"Probably Yes","(4.75,5]"
229471,5,"Definitely Yes","(4.75,5]"
229472,4.6,"Probably Yes","(4.5,4.75]"
229473,5,"Definitely Yes","(4.75,5]"
229474,5,"Definitely Yes","(4.75,5]"
229475,5,"Probably Not","(4.75,5]"
229476,5,"Definitely Yes","(4.75,5]"
229477,5,"Definitely Yes","(4.75,5]"
229478,5,"Definitely Yes","(4.75,5]"
229479,5,"Definitely Yes","(4.75,5]"
229480,5,"Definitely Yes","(4.75,5]"
229481,5,"Definitely Yes","(4.75,5]"
229482,5,"Definitely Yes","(4.75,5]"
229483,5,"Definitely Yes","(4.75,5]"
229484,5,"Definitely Yes","(4.75,5]"
229485,5,"Definitely Yes","(4.75,5]"
229486,5,"Definitely Yes","(4.75,5]"
229487,5,"Definitely Yes","(4.75,5]"
229488,5,"Definitely Yes","(4.75,5]"
229489,5,"Definitely Yes","(4.75,5]"
229490,5,"Probably Yes","(4.75,5]"
229491,5,"Definitely Yes","(4.75,5]"
229492,5,"Definitely Yes","(4.75,5]"
229493,3.3,"Probably Not","(3.25,3.5]"
229494,5,"Definitely Yes","(4.75,5]"
229495,5,"Definitely Yes","(4.75,5]"
229496,5,"Definitely Yes","(4.75,5]"
229497,5,"Definitely Yes","(4.75,5]"
229498,5,"Probably Yes","(4.75,5]"
229499,5,"Definitely Yes","(4.75,5]"
229500,4.8,"Probably Not","(4.75,5]"
229501,5,"Definitely Yes","(4.75,5]"
229502,5,"Definitely Yes","(4.75,5]"
229503,5,"Definitely Yes","(4.75,5]"
229504,4.85,"Probably Yes","(4.75,5]"
229505,5,"Definitely Yes","(4.75,5]"
229506,5,"Definitely Yes","(4.75,5]"
229507,5,"Definitely Yes","(4.75,5]"
229508,5,"Definitely Yes","(4.75,5]"
229509,5,"Probably Yes","(4.75,5]"
229510,2.7,"Definitely Not","(2.5,2.75]"
229511,4.6,"Probably Not","(4.5,4.75]"
229512,5,"Definitely Yes","(4.75,5]"
229513,5,"Definitely Yes","(4.75,5]"
229514,5,"Probably Yes","(4.75,5]"
229515,5,"Definitely Yes","(4.75,5]"
229516,2.7,"Definitely Not","(2.5,2.75]"
229517,5,"Definitely Yes","(4.75,5]"
229518,5,"Definitely Yes","(4.75,5]"
229519,5,"Definitely Yes","(4.75,5]"
229520,5,"Definitely Yes","(4.75,5]"
229521,5,"Definitely Yes","(4.75,5]"
229522,5,"Definitely Yes","(4.75,5]"
229523,5,"Probably Yes","(4.75,5]"
229524,5,"Definitely Yes","(4.75,5]"
229525,5,"Definitely Yes","(4.75,5]"
229526,4.8,"Probably Yes","(4.75,5]"
229527,5,"Definitely Yes","(4.75,5]"
229528,5,"Definitely Yes","(4.75,5]"
229529,2.9,"Definitely Not","(2.75,3]"
229530,5,"Definitely Yes","(4.75,5]"
229531,5,"Definitely Yes","(4.75,5]"
229532,5,"Definitely Yes","(4.75,5]"
229533,5,"Definitely Yes","(4.75,5]"
229534,5,"Definitely Yes","(4.75,5]"
229535,5,"Definitely Yes","(4.75,5]"
229536,5,"Definitely Yes","(4.75,5]"
229537,5,"Definitely Yes","(4.75,5]"
229538,5,"Definitely Yes","(4.75,5]"
229539,5,"Definitely Yes","(4.75,5]"
229540,5,"Definitely Yes","(4.75,5]"
229541,5,"Definitely Yes","(4.75,5]"
229542,5,"Definitely Yes","(4.75,5]"
229543,4.7,"Probably Yes","(4.5,4.75]"
229544,5,"Definitely Yes","(4.75,5]"
229545,5,"Definitely Yes","(4.75,5]"
229546,2,"Definitely Not","(1.75,2]"
229547,5,"Definitely Yes","(4.75,5]"
229548,5,"Definitely Yes","(4.75,5]"
229549,5,"Definitely Yes","(4.75,5]"
229550,5,"Definitely Yes","(4.75,5]"
229551,5,"Definitely Yes","(4.75,5]"
229552,1,"Probably Not","[1,1.25]"
229553,5,"Definitely Yes","(4.75,5]"
229554,5,"Definitely Yes","(4.75,5]"
229555,5,"Definitely Yes","(4.75,5]"
229556,5,"Definitely Yes","(4.75,5]"
229557,5,"Definitely Yes","(4.75,5]"
229558,5,"Definitely Yes","(4.75,5]"
229559,5,"Definitely Yes","(4.75,5]"
229560,5,"Definitely Yes","(4.75,5]"
229561,5,"Definitely Yes","(4.75,5]"
229562,5,"Definitely Yes","(4.75,5]"
229563,5,"Definitely Yes","(4.75,5]"
229564,5,"Definitely Yes","(4.75,5]"
229565,3.45,"Probably Not","(3.25,3.5]"
229566,5,"Definitely Yes","(4.75,5]"
229567,5,"Definitely Yes","(4.75,5]"
229568,5,"Definitely Yes","(4.75,5]"
229569,5,"Definitely Yes","(4.75,5]"
229570,5,"Probably Not","(4.75,5]"
229571,4.7,"Definitely Yes","(4.5,4.75]"
229572,5,"Definitely Yes","(4.75,5]"
229573,5,"Definitely Yes","(4.75,5]"
229574,5,"Definitely Yes","(4.75,5]"
229575,1.75,"Definitely Not","(1.5,1.75]"
229576,5,"Definitely Yes","(4.75,5]"
229577,5,"Definitely Yes","(4.75,5]"
229578,5,"Definitely Yes","(4.75,5]"
229579,5,"Definitely Yes","(4.75,5]"
229580,5,"Definitely Yes","(4.75,5]"
229581,5,"Definitely Yes","(4.75,5]"
229582,4.8,"Definitely Yes","(4.75,5]"
229583,5,"Definitely Yes","(4.75,5]"
229584,5,"Definitely Yes","(4.75,5]"
229585,5,"Definitely Yes","(4.75,5]"
229586,5,"Probably Not","(4.75,5]"
229587,5,"Definitely Yes","(4.75,5]"
229588,5,"Definitely Yes","(4.75,5]"
229589,5,"Definitely Yes","(4.75,5]"
229590,5,"Probably Yes","(4.75,5]"
229591,5,"Definitely Yes","(4.75,5]"
229592,4.05,"Probably Not","(4,4.25]"
229593,5,"Definitely Yes","(4.75,5]"
229594,5,"Definitely Yes","(4.75,5]"
229595,5,"Definitely Yes","(4.75,5]"
229596,5,"Definitely Yes","(4.75,5]"
229597,5,"Definitely Yes","(4.75,5]"
229598,5,"Definitely Not","(4.75,5]"
229599,5,"Probably Yes","(4.75,5]"
229600,5,"Definitely Yes","(4.75,5]"
229601,5,"Definitely Yes","(4.75,5]"
229602,5,"Definitely Yes","(4.75,5]"
229603,5,"Definitely Yes","(4.75,5]"
229604,5,"Definitely Yes","(4.75,5]"
229605,5,"Definitely Yes","(4.75,5]"
229606,5,"Definitely Yes","(4.75,5]"
229607,5,"Definitely Yes","(4.75,5]"
229608,5,"Definitely Yes","(4.75,5]"
229609,5,"Definitely Yes","(4.75,5]"
229610,2.7,"Definitely Not","(2.5,2.75]"
229611,5,"Definitely Yes","(4.75,5]"
229612,5,"Definitely Yes","(4.75,5]"
229613,5,"Definitely Yes","(4.75,5]"
229614,5,"Probably Not","(4.75,5]"
229615,5,"Definitely Yes","(4.75,5]"
229616,5,"Probably Yes","(4.75,5]"
229617,4.8,"Probably Yes","(4.75,5]"
229618,4.25,"Probably Yes","(4,4.25]"
229619,5,"Definitely Yes","(4.75,5]"
229620,5,"Definitely Yes","(4.75,5]"
229621,5,"Definitely Yes","(4.75,5]"
229622,5,"Definitely Yes","(4.75,5]"
229623,5,"Definitely Yes","(4.75,5]"
229624,5,"Definitely Yes","(4.75,5]"
229625,5,"Definitely Yes","(4.75,5]"
229626,4.5,"Probably Not","(4.25,4.5]"
229627,5,"Definitely Yes","(4.75,5]"
229628,2.4,"Definitely Not","(2.25,2.5]"
229629,4.45,"Probably Yes","(4.25,4.5]"
229630,5,"Definitely Yes","(4.75,5]"
229631,5,"Definitely Yes","(4.75,5]"
229632,5,"Definitely Yes","(4.75,5]"
229633,4.8,"Definitely Yes","(4.75,5]"
229634,5,"Definitely Yes","(4.75,5]"
229635,5,"Definitely Yes","(4.75,5]"
229636,5,"Definitely Yes","(4.75,5]"
229637,5,"Definitely Yes","(4.75,5]"
229638,5,"Probably Yes","(4.75,5]"
229639,5,"Probably Yes","(4.75,5]"
229640,5,"Definitely Yes","(4.75,5]"
229641,5,"Definitely Yes","(4.75,5]"
229642,5,"Definitely Yes","(4.75,5]"
229643,5,"Definitely Yes","(4.75,5]"
229644,5,"Definitely Yes","(4.75,5]"
229645,5,"Definitely Yes","(4.75,5]"
229646,5,"Definitely Yes","(4.75,5]"
229647,5,"Definitely Yes","(4.75,5]"
229648,5,"Probably Yes","(4.75,5]"
229649,5,"Definitely Yes","(4.75,5]"
229650,5,"Definitely Yes","(4.75,5]"
229651,5,"Definitely Yes","(4.75,5]"
229652,5,"Definitely Yes","(4.75,5]"
229653,5,"Definitely Yes","(4.75,5]"
229654,5,"Definitely Yes","(4.75,5]"
229655,5,"Definitely Yes","(4.75,5]"
229656,5,"Definitely Yes","(4.75,5]"
229657,5,"Probably Yes","(4.75,5]"
229658,5,"Definitely Yes","(4.75,5]"
229659,4.2,"Definitely Yes","(4,4.25]"
229660,5,"Definitely Yes","(4.75,5]"
229661,5,"Definitely Yes","(4.75,5]"
229662,5,"Definitely Yes","(4.75,5]"
229663,5,"Definitely Yes","(4.75,5]"
229664,5,"Definitely Yes","(4.75,5]"
229665,3.15,"Definitely Not","(3,3.25]"
229666,5,"Definitely Yes","(4.75,5]"
229667,5,"Definitely Yes","(4.75,5]"
229668,5,"Definitely Yes","(4.75,5]"
229669,5,"Definitely Yes","(4.75,5]"
229670,5,"Definitely Yes","(4.75,5]"
229671,5,"Definitely Yes","(4.75,5]"
229672,5,"Definitely Yes","(4.75,5]"
229673,5,"Definitely Yes","(4.75,5]"
229674,5,"Definitely Yes","(4.75,5]"
229675,5,"Definitely Yes","(4.75,5]"
229676,5,"Definitely Yes","(4.75,5]"
229677,5,"Definitely Yes","(4.75,5]"
229678,5,"Definitely Yes","(4.75,5]"
229679,5,"Definitely Yes","(4.75,5]"
229680,5,"Definitely Yes","(4.75,5]"
229681,5,"Definitely Yes","(4.75,5]"
229682,5,"Definitely Yes","(4.75,5]"
229683,5,"Definitely Yes","(4.75,5]"
229684,3.5,"Probably Yes","(3.25,3.5]"
229685,4.85,"Probably Yes","(4.75,5]"
229686,5,"Definitely Yes","(4.75,5]"
229687,5,"Probably Not","(4.75,5]"
229688,5,"Probably Yes","(4.75,5]"
229689,5,"Definitely Yes","(4.75,5]"
229690,5,"Definitely Yes","(4.75,5]"
229691,5,"Definitely Yes","(4.75,5]"
229692,5,"Definitely Yes","(4.75,5]"
229693,5,"Definitely Yes","(4.75,5]"
229694,4.4,"Definitely Yes","(4.25,4.5]"
229695,5,"Definitely Yes","(4.75,5]"
229696,5,"Definitely Yes","(4.75,5]"
229697,5,"Definitely Yes","(4.75,5]"
229698,5,"Definitely Yes","(4.75,5]"
229699,2.3,"Definitely Not","(2.25,2.5]"
229700,5,"Definitely Yes","(4.75,5]"
229701,5,"Definitely Yes","(4.75,5]"
229702,5,"Probably Yes","(4.75,5]"
229703,5,"Definitely Yes","(4.75,5]"
229704,5,"Definitely Yes","(4.75,5]"
229705,5,"Definitely Yes","(4.75,5]"
229706,4.85,"Probably Yes","(4.75,5]"
229707,5,"Definitely Yes","(4.75,5]"
229708,5,"Definitely Yes","(4.75,5]"
229709,5,"Definitely Yes","(4.75,5]"
229710,5,"Definitely Yes","(4.75,5]"
229711,5,"Definitely Yes","(4.75,5]"
229712,5,"Probably Yes","(4.75,5]"
229713,5,"Definitely Yes","(4.75,5]"
229714,5,"Probably Yes","(4.75,5]"
229715,5,"Definitely Yes","(4.75,5]"
229716,5,"Definitely Yes","(4.75,5]"
229717,5,"Definitely Yes","(4.75,5]"
229718,5,"Definitely Yes","(4.75,5]"
229719,5,"Definitely Yes","(4.75,5]"
229720,5,"Definitely Yes","(4.75,5]"
229721,5,"Definitely Yes","(4.75,5]"
229722,5,"Definitely Yes","(4.75,5]"
229723,5,"Definitely Yes","(4.75,5]"
229724,5,"Definitely Yes","(4.75,5]"
229725,4.05,"Probably Not","(4,4.25]"
229726,5,"Definitely Yes","(4.75,5]"
229727,1,"Definitely Not","[1,1.25]"
229728,5,"Definitely Yes","(4.75,5]"
229729,5,"Definitely Yes","(4.75,5]"
229730,5,"Probably Yes","(4.75,5]"
229731,5,"Definitely Yes","(4.75,5]"
229732,2.2,"Definitely Not","(2,2.25]"
229733,4,"Definitely Yes","(3.75,4]"
229734,5,"Definitely Yes","(4.75,5]"
229735,5,"Definitely Yes","(4.75,5]"
229736,5,"Definitely Yes","(4.75,5]"
229737,4.4,"Definitely Yes","(4.25,4.5]"
229738,4.85,"Probably Yes","(4.75,5]"
229739,5,"Definitely Yes","(4.75,5]"
229740,5,"Definitely Yes","(4.75,5]"
229741,4.8,"Definitely Not","(4.75,5]"
229742,4.8,"Probably Yes","(4.75,5]"
229743,5,"Definitely Yes","(4.75,5]"
229744,5,"Definitely Yes","(4.75,5]"
229745,5,"Definitely Yes","(4.75,5]"
229746,5,"Definitely Yes","(4.75,5]"
229747,5,"Definitely Yes","(4.75,5]"
229748,5,"Probably Yes","(4.75,5]"
229749,5,"Definitely Yes","(4.75,5]"
229750,5,"Definitely Yes","(4.75,5]"
229751,5,"Definitely Yes","(4.75,5]"
229752,5,"Definitely Yes","(4.75,5]"
229753,5,"Definitely Yes","(4.75,5]"
229754,5,"Definitely Yes","(4.75,5]"
229755,5,"Definitely Yes","(4.75,5]"
229756,5,"Definitely Yes","(4.75,5]"
229757,5,"Probably Yes","(4.75,5]"
229758,4.45,"Probably Yes","(4.25,4.5]"
229759,4.85,"Definitely Yes","(4.75,5]"
229760,5,"Probably Not","(4.75,5]"
229761,4.05,"Definitely Not","(4,4.25]"
229762,4.8,"Definitely Yes","(4.75,5]"
229763,5,"Definitely Yes","(4.75,5]"
229764,5,"Definitely Yes","(4.75,5]"
229765,5,"Definitely Yes","(4.75,5]"
229766,5,"Definitely Yes","(4.75,5]"
229767,5,"Definitely Yes","(4.75,5]"
229768,5,"Definitely Yes","(4.75,5]"
229769,4.4,"Definitely Yes","(4.25,4.5]"
229770,3.4,"Definitely Not","(3.25,3.5]"
229771,5,"Probably Yes","(4.75,5]"
229772,5,"Definitely Yes","(4.75,5]"
229773,5,"Definitely Yes","(4.75,5]"
229774,5,"Probably Yes","(4.75,5]"
229775,5,"Definitely Yes","(4.75,5]"
229776,5,"Definitely Yes","(4.75,5]"
229777,5,"Definitely Yes","(4.75,5]"
229778,4.3,"Probably Yes","(4.25,4.5]"
229779,4.85,"Definitely Yes","(4.75,5]"
229780,5,"Probably Yes","(4.75,5]"
229781,5,"Definitely Yes","(4.75,5]"
229782,5,"Definitely Yes","(4.75,5]"
229783,5,"Definitely Yes","(4.75,5]"
229784,5,"Definitely Yes","(4.75,5]"
229785,5,"Probably Yes","(4.75,5]"
229786,5,"Definitely Yes","(4.75,5]"
229787,5,"Probably Not","(4.75,5]"
229788,5,"Definitely Yes","(4.75,5]"
229789,5,"Definitely Yes","(4.75,5]"
229790,5,"Definitely Yes","(4.75,5]"
229791,4.85,"Definitely Yes","(4.75,5]"
229792,5,"Definitely Yes","(4.75,5]"
229793,4.85,"Probably Yes","(4.75,5]"
229794,5,"Definitely Yes","(4.75,5]"
229795,5,"Definitely Yes","(4.75,5]"
229796,5,"Definitely Yes","(4.75,5]"
229797,5,"Definitely Yes","(4.75,5]"
229798,5,"Probably Yes","(4.75,5]"
229799,5,"Definitely Yes","(4.75,5]"
229800,5,"Definitely Yes","(4.75,5]"
229801,5,"Probably Not","(4.75,5]"
229802,5,"Definitely Yes","(4.75,5]"
229803,3.85,"Probably Yes","(3.75,4]"
229804,5,"Definitely Yes","(4.75,5]"
229805,4.05,"Probably Yes","(4,4.25]"
229806,5,"Definitely Yes","(4.75,5]"
229807,5,"Definitely Yes","(4.75,5]"
229808,5,"Definitely Yes","(4.75,5]"
229809,5,"Probably Yes","(4.75,5]"
229810,5,"Definitely Yes","(4.75,5]"
229811,5,"Probably Yes","(4.75,5]"
229812,5,"Probably Yes","(4.75,5]"
229813,5,"Definitely Not","(4.75,5]"
229814,5,"Definitely Yes","(4.75,5]"
229815,5,"Definitely Yes","(4.75,5]"
229816,5,"Definitely Yes","(4.75,5]"
229817,5,"Definitely Yes","(4.75,5]"
229818,5,"Definitely Yes","(4.75,5]"
229819,5,"Probably Yes","(4.75,5]"
229820,5,"Definitely Yes","(4.75,5]"
229821,5,"Probably Not","(4.75,5]"
229822,5,"Definitely Yes","(4.75,5]"
229823,4.85,"Definitely Yes","(4.75,5]"
229824,5,"Definitely Yes","(4.75,5]"
229825,5,"Definitely Yes","(4.75,5]"
229826,5,"Definitely Yes","(4.75,5]"
229827,5,"Probably Yes","(4.75,5]"
229828,5,"Definitely Yes","(4.75,5]"
229829,5,"Definitely Yes","(4.75,5]"
229830,5,"Definitely Yes","(4.75,5]"
229831,5,"Definitely Yes","(4.75,5]"
229832,5,"Definitely Yes","(4.75,5]"
229833,5,"Definitely Yes","(4.75,5]"
229834,5,"Definitely Yes","(4.75,5]"
229835,5,"Definitely Yes","(4.75,5]"
229836,5,"Definitely Yes","(4.75,5]"
229837,5,"Definitely Yes","(4.75,5]"
229838,5,"Definitely Yes","(4.75,5]"
229839,5,"Definitely Yes","(4.75,5]"
229840,5,"Probably Yes","(4.75,5]"
229841,4.15,"Probably Yes","(4,4.25]"
229842,5,"Definitely Yes","(4.75,5]"
229843,5,"Definitely Yes","(4.75,5]"
229844,5,"Definitely Yes","(4.75,5]"
229845,5,"Definitely Yes","(4.75,5]"
229846,5,"Definitely Yes","(4.75,5]"
229847,5,"Definitely Yes","(4.75,5]"
229848,5,"Definitely Yes","(4.75,5]"
229849,5,"Probably Yes","(4.75,5]"
229850,4.85,"Definitely Yes","(4.75,5]"
229851,5,"Probably Yes","(4.75,5]"
229852,5,"Definitely Yes","(4.75,5]"
229853,5,"Probably Yes","(4.75,5]"
229854,5,"Definitely Yes","(4.75,5]"
229855,5,"Definitely Yes","(4.75,5]"
229856,5,"Definitely Yes","(4.75,5]"
229857,4.2,"Definitely Yes","(4,4.25]"
229858,5,"Definitely Yes","(4.75,5]"
229859,5,"Definitely Yes","(4.75,5]"
229860,5,"Definitely Yes","(4.75,5]"
229861,5,"Definitely Yes","(4.75,5]"
229862,5,"Definitely Yes","(4.75,5]"
229863,5,"Probably Yes","(4.75,5]"
229864,4,"Probably Yes","(3.75,4]"
229865,5,"Definitely Yes","(4.75,5]"
229866,1,"Definitely Not","[1,1.25]"
229867,5,"Definitely Yes","(4.75,5]"
229868,2.6,"Definitely Not","(2.5,2.75]"
229869,4.15,"Probably Yes","(4,4.25]"
229870,5,"Probably Not","(4.75,5]"
229871,5,"Definitely Yes","(4.75,5]"
229872,5,"Definitely Yes","(4.75,5]"
229873,5,"Probably Yes","(4.75,5]"
229874,4.2,"Definitely Not","(4,4.25]"
229875,5,"Definitely Yes","(4.75,5]"
229876,1.15,"Definitely Not","[1,1.25]"
229877,4.05,"Probably Not","(4,4.25]"
229878,5,"Definitely Yes","(4.75,5]"
229879,5,"Definitely Yes","(4.75,5]"
229880,5,"Probably Yes","(4.75,5]"
229881,5,"Definitely Yes","(4.75,5]"
229882,5,"Definitely Yes","(4.75,5]"
229883,5,"Definitely Yes","(4.75,5]"
229884,2.65,"Definitely Not","(2.5,2.75]"
229885,5,"Definitely Yes","(4.75,5]"
229886,4.85,"Definitely Yes","(4.75,5]"
229887,5,"Definitely Yes","(4.75,5]"
229888,3.55,"Probably Not","(3.5,3.75]"
229889,4.3,"Probably Not","(4.25,4.5]"
229890,5,"Probably Yes","(4.75,5]"
229891,5,"Definitely Yes","(4.75,5]"
229892,5,"Probably Not","(4.75,5]"
229893,5,"Definitely Yes","(4.75,5]"
229894,5,"Definitely Yes","(4.75,5]"
229895,2.95,"Probably Not","(2.75,3]"
229896,5,"Definitely Yes","(4.75,5]"
229897,5,"Definitely Yes","(4.75,5]"
229898,5,"Definitely Yes","(4.75,5]"
229899,5,"Definitely Yes","(4.75,5]"
229900,5,"Definitely Yes","(4.75,5]"
229901,5,"Definitely Yes","(4.75,5]"
229902,5,"Definitely Yes","(4.75,5]"
229903,5,"Probably Yes","(4.75,5]"
229904,4.5,"Definitely Yes","(4.25,4.5]"
229905,5,"Definitely Yes","(4.75,5]"
229906,5,"Definitely Yes","(4.75,5]"
229907,5,"Definitely Yes","(4.75,5]"
229908,5,"Definitely Yes","(4.75,5]"
229909,5,"Probably Yes","(4.75,5]"
229910,5,"Definitely Yes","(4.75,5]"
229911,5,"Probably Not","(4.75,5]"
229912,4.45,"Definitely Yes","(4.25,4.5]"
229913,5,"Probably Yes","(4.75,5]"
229914,5,"Definitely Yes","(4.75,5]"
229915,5,"Definitely Yes","(4.75,5]"
229916,5,"Definitely Yes","(4.75,5]"
229917,5,"Definitely Yes","(4.75,5]"
229918,4.5,"Probably Yes","(4.25,4.5]"
229919,5,"Definitely Yes","(4.75,5]"
229920,5,"Probably Yes","(4.75,5]"
229921,5,"Probably Not","(4.75,5]"
229922,5,"Probably Yes","(4.75,5]"
229923,5,"Definitely Yes","(4.75,5]"
229924,5,"Definitely Yes","(4.75,5]"
229925,5,"Definitely Yes","(4.75,5]"
229926,1.2,"Definitely Not","[1,1.25]"
229927,5,"Definitely Yes","(4.75,5]"
229928,5,"Definitely Yes","(4.75,5]"
229929,5,"Definitely Yes","(4.75,5]"
229930,5,"Definitely Yes","(4.75,5]"
229931,5,"Definitely Yes","(4.75,5]"
229932,4.85,"Definitely Yes","(4.75,5]"
229933,5,"Definitely Yes","(4.75,5]"
229934,5,"Definitely Yes","(4.75,5]"
229935,3.4,"Probably Not","(3.25,3.5]"
229936,5,"Definitely Yes","(4.75,5]"
229937,4.4,"Definitely Yes","(4.25,4.5]"
229938,4,"Probably Yes","(3.75,4]"
229939,3,"Probably Not","(2.75,3]"
229940,1,"Definitely Not","[1,1.25]"
229941,5,"Definitely Yes","(4.75,5]"
229942,5,"Probably Yes","(4.75,5]"
229943,5,"Definitely Yes","(4.75,5]"
229944,5,"Definitely Yes","(4.75,5]"
229945,5,"Definitely Yes","(4.75,5]"
229946,5,"Definitely Yes","(4.75,5]"
229947,5,"Definitely Yes","(4.75,5]"
229948,5,"Definitely Yes","(4.75,5]"
229949,5,"Definitely Yes","(4.75,5]"
229950,5,"Definitely Yes","(4.75,5]"
229951,5,"Definitely Yes","(4.75,5]"
229952,5,"Definitely Yes","(4.75,5]"
229953,5,"Definitely Yes","(4.75,5]"
229954,5,"Definitely Yes","(4.75,5]"
229955,5,"Definitely Yes","(4.75,5]"
229956,5,"Definitely Yes","(4.75,5]"
229957,5,"Definitely Yes","(4.75,5]"
229958,5,"Definitely Yes","(4.75,5]"
229959,5,"Definitely Yes","(4.75,5]"
229960,5,"Definitely Yes","(4.75,5]"
229961,5,"Definitely Yes","(4.75,5]"
229962,5,"Definitely Yes","(4.75,5]"
229963,5,"Probably Yes","(4.75,5]"
229964,5,"Definitely Yes","(4.75,5]"
229965,5,"Definitely Yes","(4.75,5]"
229966,5,"Definitely Yes","(4.75,5]"
229967,5,"Definitely Yes","(4.75,5]"
229968,2.1,"Probably Not","(2,2.25]"
229969,4.5,"Probably Yes","(4.25,4.5]"
229970,5,"Definitely Yes","(4.75,5]"
229971,5,"Definitely Yes","(4.75,5]"
229972,4.85,"Probably Not","(4.75,5]"
229973,5,"Definitely Yes","(4.75,5]"
229974,5,"Definitely Yes","(4.75,5]"
229975,5,"Definitely Yes","(4.75,5]"
229976,5,"Definitely Yes","(4.75,5]"
229977,5,"Probably Yes","(4.75,5]"
229978,5,"Definitely Yes","(4.75,5]"
229979,5,"Definitely Yes","(4.75,5]"
229980,5,"Definitely Yes","(4.75,5]"
229981,5,"Probably Yes","(4.75,5]"
229982,5,"Probably Yes","(4.75,5]"
229983,5,"Definitely Yes","(4.75,5]"
229984,3.5,"Definitely Not","(3.25,3.5]"
229985,5,"Definitely Yes","(4.75,5]"
229986,5,"Definitely Yes","(4.75,5]"
229987,5,"Definitely Yes","(4.75,5]"
229988,5,"Definitely Yes","(4.75,5]"
229989,4.05,"Probably Yes","(4,4.25]"
229990,5,"Definitely Yes","(4.75,5]"
229991,5,"Probably Yes","(4.75,5]"
229992,5,"Definitely Yes","(4.75,5]"
229993,5,"Definitely Yes","(4.75,5]"
229994,4.7,"Definitely Yes","(4.5,4.75]"
229995,5,"Definitely Yes","(4.75,5]"
229996,5,"Probably Yes","(4.75,5]"
229997,5,"Probably Not","(4.75,5]"
229998,4.8,"Definitely Yes","(4.75,5]"
229999,5,"Definitely Yes","(4.75,5]"
230000,5,"Definitely Yes","(4.75,5]"
230001,5,"Definitely Yes","(4.75,5]"
230002,3.15,"Probably Not","(3,3.25]"
230003,5,"Definitely Yes","(4.75,5]"
230004,5,"Definitely Yes","(4.75,5]"
230005,5,"Definitely Yes","(4.75,5]"
230006,5,"Definitely Yes","(4.75,5]"
230007,2.35,"Definitely Not","(2.25,2.5]"
230008,5,"Definitely Yes","(4.75,5]"
230009,5,"Definitely Yes","(4.75,5]"
230010,5,"Definitely Yes","(4.75,5]"
230011,5,"Definitely Yes","(4.75,5]"
230012,1,"Definitely Not","[1,1.25]"
230013,5,"Definitely Yes","(4.75,5]"
230014,5,"Definitely Yes","(4.75,5]"
230015,4.6,"Definitely Yes","(4.5,4.75]"
230016,5,"Definitely Yes","(4.75,5]"
230017,5,"Definitely Yes","(4.75,5]"
230018,5,"Definitely Yes","(4.75,5]"
230019,5,"Definitely Yes","(4.75,5]"
230020,5,"Definitely Yes","(4.75,5]"
230021,5,"Definitely Yes","(4.75,5]"
230022,5,"Definitely Yes","(4.75,5]"
230023,5,"Definitely Yes","(4.75,5]"
230024,5,"Definitely Yes","(4.75,5]"
230025,5,"Definitely Yes","(4.75,5]"
230026,5,"Probably Yes","(4.75,5]"
230027,5,"Probably Yes","(4.75,5]"
230028,2.15,"Definitely Not","(2,2.25]"
230029,5,"Definitely Yes","(4.75,5]"
230030,5,"Definitely Yes","(4.75,5]"
230031,5,"Definitely Yes","(4.75,5]"
230032,3.9,"Probably Not","(3.75,4]"
230033,5,"Definitely Yes","(4.75,5]"
230034,5,"Definitely Yes","(4.75,5]"
230035,5,"Definitely Yes","(4.75,5]"
230036,5,"Definitely Yes","(4.75,5]"
230037,5,"Definitely Yes","(4.75,5]"
230038,4.1,"Definitely Not","(4,4.25]"
230039,5,"Definitely Yes","(4.75,5]"
230040,5,"Definitely Yes","(4.75,5]"
230041,5,"Definitely Yes","(4.75,5]"
230042,3.1,"Probably Not","(3,3.25]"
230043,5,"Definitely Yes","(4.75,5]"
230044,5,"Definitely Yes","(4.75,5]"
230045,5,"Definitely Yes","(4.75,5]"
230046,3.25,"Probably Not","(3,3.25]"
230047,5,"Definitely Yes","(4.75,5]"
230048,4,"Probably Not","(3.75,4]"
230049,5,"Probably Not","(4.75,5]"
230050,5,"Definitely Yes","(4.75,5]"
230051,5,"Probably Not","(4.75,5]"
230052,5,"Definitely Yes","(4.75,5]"
230053,5,"Definitely Yes","(4.75,5]"
230054,5,"Definitely Yes","(4.75,5]"
230055,5,"Probably Yes","(4.75,5]"
230056,5,"Definitely Yes","(4.75,5]"
230057,5,"Definitely Yes","(4.75,5]"
230058,5,"Probably Yes","(4.75,5]"
230059,5,"Definitely Yes","(4.75,5]"
230060,1.45,"Probably Not","(1.25,1.5]"
230061,4.85,"Definitely Yes","(4.75,5]"
230062,1,"Definitely Not","[1,1.25]"
230063,5,"Definitely Yes","(4.75,5]"
230064,5,"Definitely Yes","(4.75,5]"
230065,5,"Definitely Yes","(4.75,5]"
230066,5,"Definitely Yes","(4.75,5]"
230067,5,"Definitely Yes","(4.75,5]"
230068,5,"Probably Yes","(4.75,5]"
230069,5,"Definitely Yes","(4.75,5]"
230070,4.65,"Probably Yes","(4.5,4.75]"
230071,5,"Probably Yes","(4.75,5]"
230072,5,"Definitely Yes","(4.75,5]"
